Transaction ID,Date,Time,Product ID,Customer ID,Quantity,Price (Rupees)
TRANS-05964,11-11-2023,,PROD-139,10120,1,25
TRANS-05965,11-11-2023,,PROD-062,3914,4,100
TRANS-05966,11-11-2023,,PROD-133,12447,1,45
TRANS-05967,11-11-2023,,PROD-073,13565,5,100
TRANS-05968,11-11-2023,,PROD-051,638,1,20
TRANS-05969,11-11-2023,,PROD-150,2243,3,360
TRANS-05970,11-11-2023,,PROD-088,5481,4,120
TRANS-05971,11-11-2023,,PROD-102,7382,6,120
TRANS-05972,11-11-2023,,PROD-108,2681,5,150
TRANS-05973,12-11-2023,,PROD-008,3949,4,240
TRANS-05974,12-11-2023,,PROD-135,7393,4,200
TRANS-05975,12-11-2023,,PROD-068,5359,3,150
TRANS-05976,12-11-2023,,PROD-083,12024,4,80
TRANS-05977,12-11-2023,,PROD-075,4556,6,90
TRANS-05978,12-11-2023,,PROD-068,4823,1,50
TRANS-05979,12-11-2023,,PROD-104,252,4,40
TRANS-05980,12-11-2023,,PROD-094,10640,4,160
TRANS-05981,12-11-2023,,PROD-131,7019,1,40
TRANS-05982,12-11-2023,,PROD-108,9413,2,60
TRANS-05983,12-11-2023,,PROD-109,13070,6,900
TRANS-05984,12-11-2023,,PROD-136,4186,2,50
TRANS-05985,12-11-2023,,PROD-091,7104,6,60
TRANS-05986,12-11-2023,,PROD-076,10969,3,75
TRANS-05987,12-11-2023,,PROD-122,8900,5,50
TRANS-05988,12-11-2023,,PROD-082,5415,5,300
TRANS-05989,12-11-2023,,PROD-042,3426,6,60
TRANS-05990,12-11-2023,,PROD-017,1139,5,75
TRANS-05991,12-11-2023,,PROD-002,44,6,180
TRANS-05992,12-11-2023,,PROD-115,2366,3,45
TRANS-05993,12-11-2023,,PROD-012,8033,4,80
TRANS-05994,12-11-2023,,PROD-115,5466,2,30
TRANS-05995,12-11-2023,,PROD-090,1971,3,30
TRANS-05996,12-11-2023,,PROD-017,573,2,30
TRANS-05997,12-11-2023,,PROD-107,5285,6,450
TRANS-05998,13-11-2023,,PROD-042,11599,5,50
TRANS-05999,13-11-2023,,PROD-057,701,4,100
TRANS-06000,13-11-2023,,PROD-140,8285,2,300
TRANS-06001,13-11-2023,,PROD-085,2919,1,15
TRANS-06002,13-11-2023,,PROD-078,8697,4,280
TRANS-06003,13-11-2023,,PROD-074,1680,1,30
TRANS-06004,13-11-2023,,PROD-092,265,5,125
TRANS-06005,13-11-2023,,PROD-063,3039,3,120
TRANS-06006,13-11-2023,,PROD-094,2189,4,160
TRANS-06007,13-11-2023,,PROD-030,6960,5,750
TRANS-06008,13-11-2023,,PROD-015,2735,6,480
TRANS-06009,13-11-2023,,PROD-100,2589,5,200
TRANS-06010,13-11-2023,,PROD-037,10122,4,120
TRANS-06011,13-11-2023,,PROD-033,8403,6,60
TRANS-06012,13-11-2023,,PROD-054,5957,3,150
TRANS-06013,13-11-2023,,PROD-147,8186,3,60
TRANS-06014,13-11-2023,,PROD-069,13561,3,300
TRANS-06015,13-11-2023,,PROD-129,2427,3,750
TRANS-06016,13-11-2023,,PROD-020,1500,4,40
TRANS-06017,13-11-2023,,PROD-031,8257,5,200
TRANS-06018,13-11-2023,,PROD-124,2259,5,200
TRANS-06019,13-11-2023,,PROD-142,5813,4,120
TRANS-06020,13-11-2023,,PROD-149,9127,3,120
TRANS-06021,14-11-2023,,PROD-068,1562,6,300
TRANS-06022,14-11-2023,,PROD-150,2003,5,600
TRANS-06023,14-11-2023,,PROD-089,6231,6,90
TRANS-06024,14-11-2023,,PROD-010,4726,3,300
TRANS-06025,14-11-2023,,PROD-006,9682,6,30
TRANS-06026,14-11-2023,,PROD-151,9502,2,140
TRANS-06027,14-11-2023,,PROD-101,2495,1,30
TRANS-06028,14-11-2023,,PROD-109,12172,3,450
TRANS-06029,14-11-2023,,PROD-155,860,5,200
TRANS-06030,14-11-2023,,PROD-123,5075,2,30
TRANS-06031,14-11-2023,,PROD-008,10754,2,120
TRANS-06032,14-11-2023,,PROD-085,4357,4,60
TRANS-06033,14-11-2023,,PROD-113,5033,5,50
TRANS-06034,14-11-2023,,PROD-011,325,4,120
TRANS-06035,14-11-2023,,PROD-148,2213,3,105
TRANS-06036,14-11-2023,,PROD-017,11225,5,75
TRANS-06037,14-11-2023,,PROD-039,13087,1,10
TRANS-06038,14-11-2023,,PROD-143,8485,5,250
TRANS-06039,14-11-2023,,PROD-033,6630,1,10
TRANS-06040,14-11-2023,,PROD-085,13113,6,90
TRANS-06041,14-11-2023,,PROD-068,4118,2,100
TRANS-06042,14-11-2023,,PROD-124,5013,6,240
TRANS-06043,15-11-2023,,PROD-137,4060,2,160
TRANS-06044,15-11-2023,,PROD-118,12168,4,800
TRANS-06045,15-11-2023,,PROD-136,7381,6,150
TRANS-06046,15-11-2023,,PROD-098,2226,6,60
TRANS-06047,15-11-2023,,PROD-031,1227,5,200
TRANS-06048,15-11-2023,,PROD-079,11034,2,40
TRANS-06049,15-11-2023,,PROD-022,8009,4,60
TRANS-06050,15-11-2023,,PROD-004,5389,4,160
TRANS-06051,15-11-2023,,PROD-094,11545,5,200
TRANS-06052,15-11-2023,,PROD-046,8121,4,40
TRANS-06053,15-11-2023,,PROD-128,11349,5,300
TRANS-06054,15-11-2023,,PROD-055,12896,3,60
TRANS-06055,15-11-2023,,PROD-150,2797,3,360
TRANS-06056,15-11-2023,,PROD-082,620,2,120
TRANS-06057,15-11-2023,,PROD-013,9792,4,280
TRANS-06058,15-11-2023,,PROD-110,5373,5,100
TRANS-06059,15-11-2023,,PROD-147,7826,5,100
TRANS-06060,15-11-2023,,PROD-084,1654,3,30
TRANS-06061,15-11-2023,,PROD-021,9031,3,300
TRANS-06062,15-11-2023,,PROD-034,7616,6,90
TRANS-06063,15-11-2023,,PROD-052,4826,1,30
TRANS-06064,15-11-2023,,PROD-035,12143,1,5
TRANS-06065,15-11-2023,,PROD-131,3492,3,120
TRANS-06066,15-11-2023,,PROD-082,6644,4,240
TRANS-06067,15-11-2023,,PROD-044,2666,6,240
TRANS-06068,16-11-2023,,PROD-018,3254,2,120
TRANS-06069,16-11-2023,,PROD-090,5700,5,50
TRANS-06070,16-11-2023,,PROD-031,7483,3,120
TRANS-06071,16-11-2023,,PROD-071,2477,3,120
TRANS-06072,16-11-2023,,PROD-095,13581,2,30
TRANS-06073,16-11-2023,,PROD-085,13787,4,60
TRANS-06074,16-11-2023,,PROD-105,6116,2,120
TRANS-06075,16-11-2023,,PROD-134,345,1,35
TRANS-06076,16-11-2023,,PROD-116,10528,6,48
TRANS-06077,16-11-2023,,PROD-077,10696,6,60
TRANS-06078,16-11-2023,,PROD-061,2876,2,80
TRANS-06079,16-11-2023,,PROD-024,1671,6,240
TRANS-06080,16-11-2023,,PROD-119,4455,3,120
TRANS-06081,16-11-2023,,PROD-043,9709,3,90
TRANS-06082,16-11-2023,,PROD-019,6499,1,120
TRANS-06083,16-11-2023,,PROD-116,3019,2,16
TRANS-06084,16-11-2023,,PROD-134,13313,3,105
TRANS-06085,16-11-2023,,PROD-048,9228,3,600
TRANS-06086,16-11-2023,,PROD-123,10529,6,90
TRANS-06087,16-11-2023,,PROD-074,3430,4,120
TRANS-06088,16-11-2023,,PROD-074,6370,1,30
TRANS-06089,16-11-2023,,PROD-129,3390,5,1250
TRANS-06090,16-11-2023,,PROD-023,5218,4,80
TRANS-06091,17-11-2023,,PROD-002,3134,2,60
TRANS-06092,17-11-2023,,PROD-002,10149,1,30
TRANS-06093,17-11-2023,,PROD-054,8092,5,250
TRANS-06094,17-11-2023,,PROD-132,2296,2,40
TRANS-06095,17-11-2023,,PROD-044,9555,1,40
TRANS-06096,17-11-2023,,PROD-012,11455,6,120
TRANS-06097,17-11-2023,,PROD-036,1699,4,80
TRANS-06098,17-11-2023,,PROD-045,1605,6,300
TRANS-06099,17-11-2023,,PROD-148,13350,6,210
TRANS-06100,17-11-2023,,PROD-132,7740,1,20
TRANS-06101,17-11-2023,,PROD-055,9459,3,60
TRANS-06102,17-11-2023,,PROD-148,5340,6,210
TRANS-06103,17-11-2023,,PROD-062,5920,6,150
TRANS-06104,17-11-2023,,PROD-039,3116,4,40
TRANS-06105,17-11-2023,,PROD-093,9158,1,10
TRANS-06106,17-11-2023,,PROD-045,12284,6,300
TRANS-06107,17-11-2023,,PROD-040,10899,3,105
TRANS-06108,17-11-2023,,PROD-084,7130,2,20
TRANS-06109,17-11-2023,,PROD-112,894,5,300
TRANS-06110,17-11-2023,,PROD-127,10919,1,20
TRANS-06111,17-11-2023,,PROD-067,13692,2,70
TRANS-06112,17-11-2023,,PROD-137,942,4,320
TRANS-06113,17-11-2023,,PROD-096,9322,3,60
TRANS-06114,17-11-2023,,PROD-120,10780,3,36
TRANS-06115,17-11-2023,,PROD-101,13746,2,60
TRANS-06116,17-11-2023,,PROD-047,5342,4,100
TRANS-06117,18-11-2023,,PROD-049,9919,3,75
TRANS-06118,18-11-2023,,PROD-097,2647,5,75
TRANS-06119,18-11-2023,,PROD-051,22,3,60
TRANS-06120,18-11-2023,,PROD-116,12772,1,8
TRANS-06121,18-11-2023,,PROD-002,4077,3,90
TRANS-06122,18-11-2023,,PROD-042,877,1,10
TRANS-06123,18-11-2023,,PROD-141,10029,3,540
TRANS-06124,18-11-2023,,PROD-080,13571,6,240
TRANS-06125,18-11-2023,,PROD-085,1464,2,30
TRANS-06126,18-11-2023,,PROD-047,6550,1,25
TRANS-06127,18-11-2023,,PROD-156,2474,3,45
TRANS-06128,18-11-2023,,PROD-002,5993,4,120
TRANS-06129,18-11-2023,,PROD-123,12828,3,45
TRANS-06130,18-11-2023,,PROD-025,10484,1,50
TRANS-06131,18-11-2023,,PROD-089,3639,3,45
TRANS-06132,18-11-2023,,PROD-087,558,2,10
TRANS-06133,18-11-2023,,PROD-080,5294,2,80
TRANS-06134,18-11-2023,,PROD-096,8191,5,100
TRANS-06135,18-11-2023,,PROD-074,2216,5,150
TRANS-06136,18-11-2023,,PROD-010,10539,4,400
TRANS-06137,18-11-2023,,PROD-024,10688,1,40
TRANS-06138,18-11-2023,,PROD-057,13958,5,125
TRANS-06139,18-11-2023,,PROD-061,9310,5,200
TRANS-06140,18-11-2023,,PROD-091,411,4,40
TRANS-06141,18-11-2023,,PROD-046,5468,4,40
TRANS-06142,18-11-2023,,PROD-033,4745,4,40
TRANS-06143,18-11-2023,,PROD-050,10039,2,30
TRANS-06144,18-11-2023,,PROD-007,5853,2,300
TRANS-06145,19-11-2023,,PROD-146,2998,3,75
TRANS-06146,19-11-2023,,PROD-044,5857,1,40
TRANS-06147,19-11-2023,,PROD-061,3374,6,240
TRANS-06148,19-11-2023,,PROD-027,377,1,30
TRANS-06149,19-11-2023,,PROD-077,12096,4,40
TRANS-06150,19-11-2023,,PROD-011,13016,3,90
TRANS-06151,19-11-2023,,PROD-047,6671,5,125
TRANS-06152,19-11-2023,,PROD-082,8372,5,300
TRANS-06153,19-11-2023,,PROD-031,10726,3,120
TRANS-06154,19-11-2023,,PROD-012,11069,2,40
TRANS-06155,19-11-2023,,PROD-112,5179,1,60
TRANS-06156,19-11-2023,,PROD-074,8978,6,180
TRANS-06157,19-11-2023,,PROD-118,3247,6,1200
TRANS-06158,19-11-2023,,PROD-061,11632,4,160
TRANS-06159,19-11-2023,,PROD-011,7317,3,90
TRANS-06160,19-11-2023,,PROD-043,13628,5,150
TRANS-06161,19-11-2023,,PROD-008,3097,6,360
TRANS-06162,19-11-2023,,PROD-105,4717,4,240
TRANS-06163,19-11-2023,,PROD-100,4936,1,40
TRANS-06164,19-11-2023,,PROD-122,514,4,40
TRANS-06165,19-11-2023,,PROD-047,7919,5,125
TRANS-06166,19-11-2023,,PROD-152,2008,1,60
TRANS-06167,19-11-2023,,PROD-070,1865,5,125
TRANS-06168,19-11-2023,,PROD-045,11158,3,150
TRANS-06169,19-11-2023,,PROD-141,11307,6,1080
TRANS-06170,19-11-2023,,PROD-039,36,2,20
TRANS-06171,20-11-2023,,PROD-039,21,6,60
TRANS-06172,20-11-2023,,PROD-114,4701,4,20
TRANS-06173,20-11-2023,,PROD-049,6343,5,125
TRANS-06174,20-11-2023,,PROD-063,4292,6,240
TRANS-06175,20-11-2023,,PROD-123,4761,5,75
TRANS-06176,20-11-2023,,PROD-111,5035,5,900
TRANS-06177,20-11-2023,,PROD-144,7943,6,240
TRANS-06178,20-11-2023,,PROD-095,13374,6,90
TRANS-06179,20-11-2023,,PROD-105,6502,4,240
TRANS-06180,20-11-2023,,PROD-096,10383,3,60
TRANS-06181,20-11-2023,,PROD-088,2967,6,180
TRANS-06182,20-11-2023,,PROD-011,3907,5,150
TRANS-06183,20-11-2023,,PROD-063,13507,1,40
TRANS-06184,20-11-2023,,PROD-151,7203,6,420
TRANS-06185,20-11-2023,,PROD-091,13502,5,50
TRANS-06186,20-11-2023,,PROD-094,9543,1,40
TRANS-06187,20-11-2023,,PROD-025,7366,2,100
TRANS-06188,20-11-2023,,PROD-022,4623,2,30
TRANS-06189,20-11-2023,,PROD-112,11933,4,240
TRANS-06190,20-11-2023,,PROD-113,86,6,60
TRANS-06191,20-11-2023,,PROD-031,13107,3,120
TRANS-06192,20-11-2023,,PROD-137,9067,4,320
